ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Processor,Ram,Storage
Lenovo IdeaPad 3 Core i3 10th Gen,0,0,0,29990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
HP Core i5 11th Gen,4.2,271,15,51890,65444,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP Pavilion Gaming Core i5 11th Gen,4.1,29,4,70990,89780,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
ASUS ROG Flow X13 (2022) with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS,0,0,0,247990,297990,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,1 TB SSD
HP 14s Intel Celeron Dual Core,3.8,321,32,27485,36865,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,256 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
DELL Ryzen 3 Quad Core 5425U,4.2,33,1,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
Infinix INBook X1 Core i3 10th Gen,4.3,5764,1005,30990,49999,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,256 GB SSD
ASUS Chromebook Celeron Dual Core,4.1,208,29,25990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display
DELL Inspiron Core i5 11th Gen,4.3,27,3,79122,97946,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP 14s Intel Core i3 11th Gen,4.3,641,65,40990,52900,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP 15s Core i3 10th Gen,4.1,1143,118,40400,43090,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD
acer Aspire 5 Core i5 11th Gen,4.5,83,7,61130,69999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo IdeaPad 3 Core i3 10th Gen,4.4,798,67,35990,36133,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo Ideapad S145 Core i5 10th Gen,3.8,2925,337,44490,0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD
DELL Ryzen 3 Dual Core 3rd Gen,0,0,0,43490,53603,AMD Ryzen 3 Dual Core Processor (3rd Gen),8 GB DDR4 RAM,256 GB SSD
acer Aspire 3 Core i3 11th Gen,4.1,61,8,35890,50000,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
HP Victus Ryzen 5 Hexa Core 5600H,0,0,0,84198,0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS ZenBook Pro 15 Core i9 8th Gen,5,4,0,209690,209990,First Ever Screenpad,NVIDIA GeForce GTX 1050 Ti,16 GB DDR4 RAM
MSI GE76 Core i7 11th Gen,4.5,6,3,291990,330990,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS,0,0,0,151990,188990,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR5 RAM,1 TB SSD
HP Envy 13 Intel Evo Core i7 12th Gen,0,0,0,101990,121630,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD
ASUS ExpertBook B9 Core i7 10th Gen,0,0,0,233990,0,Intel Core i7 Processor (10th Gen),16 GB LPDDR3 RAM,2 TB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS Ryzen 9 Octa Core 6900HX,0,0,0,210990,272990,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
APPLE 2021 Macbook Pro M1 Max,4.3,12,4,307990,329900,Apple M1 Max Processor,32 GB Unified Memory RAM,1 TB SSD
GIGABYTE G5 MD Core i5 11th Gen,0,0,0,76990,132000,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
HP Core i3 11th Gen,3.6,17,4,37990,44176,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
acer Aspire 7 Core i5 12th Gen,0,0,0,73990,89999,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Inspiron Core i3 10th Gen,4.1,238,27,42990,48900,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
Lenovo ThinkBook 13s Core i5 11th Gen,4,88,9,69990,121608,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB SSD
DELL Ryzen 7 Octa Core AMD R7,0,0,0,124990,162377,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
HP Spectre Folio Core i7 10th Gen,0,0,0,239759,0,Intel Core i7 Processor (10th Gen),16 GB LPDDR3 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.8,16,2,67850,95790,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS ExpertBook B9 Core i7 10th Gen,5,3,0,154990,172990,Intel Core i7 Processor (10th Gen),16 GB LPDDR3 RAM,1 TB SSD
DELL 5000 Core i5 7th Gen,4.4,295,71,76990,77234,4 GB NVIDIA Geforce GTX 1050 Graphic Card for Desktop Level Performance,Dual Cooling Fans with Three Exhausts Available for Great Gaming Experience,8 GB DDR4 RAM
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ZenBook S Core i7 8th Gen,4.3,30,7,99990,122990,Intel Core i7 Processor (8th Gen),16 GB DDR3 RAM,512 GB SSD
HP G8 Ryzen 3 Dual Core 3250U,3.7,31,2,28999,41610,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD
ASUS TUF Gaming A17 (2022) Ryzen 7 Octa Core 6800H,4.1,21,2,98990,143990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS ROG Core i7 7th Gen,3,2,1,146490,0,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Intel Core i7 Processor (7th Gen),64 bit Windows 10 Operating System
ASUS Zenbook 14X (2022) Space Edition Core i5 12th Gen,4.2,6,1,114990,140990,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD
ASUS Chromebook Flip Touch Celeron Dual Core,4,906,147,25990,30990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,39.62 cm (15.6 inch) Touchscreen Display
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Inspiron Core i5 11th Gen,4.1,75,9,69890,87600,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Ideapad 520 Core i5 8th Gen,3.3,4,0,64821,79090,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,2 TB HDD
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS,0,0,0,177900,213990,AMD Ryzen 7 Octa Core Processor,32 GB LPDDR5 RAM,1 TB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Inspiron 3000 Core i3 11th Gen,3.9,81,8,43790,58229,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
acer Spin 7 Core i7 7th Gen,4,1,1,119990,124900,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Intel Core i7 Processor (7th Gen),64 bit Windows 10 Operating System
ASUS TUF Gaming F15 Core i5 10th Gen,4.5,5097,560,64990,81990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
acer Swift 5 Core i7 11th Gen Intel EVO,4.3,33,7,97938,124999,Intel Evo platform feat 11th Gen Intel Core i7 processor,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System
ASUS ExpertBook P2 Core i5 10th Gen,0,0,0,69290,77990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Inspiron Ryzen 5 Hexa Core 5625U,0,0,0,78061,98833,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL G15 Ryzen 7 Octa Core 5800H,4.4,5,1,95890,113162,NVIDIA GEFORCE RTX 3050,15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits,Game shift key for Turbo boost of power
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Legion Y540 Core i5 9th Gen,4.4,311,25,64390,86690,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Inspiron Core i7 11th Gen,4.3,73,10,97890,108000,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS EeeBook 12 Celeron Dual Core,4,14,0,19990,27990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 Inch) Display
DELL 3511 Core i5 11th Gen,4.6,5,0,64890,87000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
ASUS Core i5 10th Gen,0,0,0,67989,80990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB SSD
acer Swift 7 Core i5 7th Gen,4.4,39,3,86867,99999,Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,256 GB SSD
Lenovo IdeaPad Gaming 3 Core i5 12th Gen,0,0,0,78990,111190,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS Core i3 11th Gen,0,0,0,35990,52900,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
ASUS EeeBook 12 Celeron Dual Core,4.2,13,0,21990,27990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 Inch) Display
HP Pavilion Ryzen 5 Hexa Core 5500U,4.4,203,30,54999,70419,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
HP Ryzen 5 Quad Core,4,394,45,40264,0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,1 TB HDD
MSI GF63 Thin Core i5 9th Gen,4.2,701,106,62190,67990,15.6 inches Full HD IPS Thin Bezel Display (60Hz, 45% NTSC Color Gamut),Intel Core i5 Processor (9th Gen),64 bit Windows 10 Operating System
HP Victus Core i5 12th Gen,4,8,1,69990,83036,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Ryzen 7 Octa Core 5800H,0,0,0,119990,186090,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD
DELL Core i5 12th Gen,0,0,0,70748,92439,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
HP Pavilion Intel Core i7 12th Gen,4.1,20,2,90490,100687,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD
DELL Athlon Dual Core 11th Gen,4.4,5,0,36500,44630,AMD Athlon Dual Core Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
MSI GF63 Thin Core i5 11th Gen,4.5,2451,308,63000,83990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP Ryzen 7 Octa Core 6800H,0,0,0,116180,127036,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
DELL Vostro Ryzen 5 Hexa Core 5625U,0,0,0,61088,79292,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP Ryzen 3 Dual Core 3rd Gen,4.3,23,2,35990,42150,AMD Ryzen 3 Dual Core Processor (3rd Gen),8 GB DDR4 RAM,1 TB HDD
MSI GP76 Core i7 11th Gen,4.5,27,6,180990,201990,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System
HP 15s Ryzen 5 Quad Core 3500U,4.4,845,117,52575,0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Ryzen 7 Octa Core 5700U,0,0,0,89976,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS Vivobook 15 Core i5 12th Gen,3.3,10,1,59490,72990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Ideapad 720S Core i5 8th Gen,3.3,3,1,74990,83458,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Ryzen 7 Octa Core AMD R7,4.3,8,1,106456,149187,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
HP Pavilion Core i5 11th Gen,0,0,0,70990,87717,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
MSI Summit E15 Core i7 11th Gen,4,3,2,135990,156990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL G15 Core i7 11th Gen,0,0,0,102990,131719,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
HP Pavilion Ryzen 5 Hexa Core 5625U,4.1,61,6,62490,75024,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
DELL Ryzen 5 Quad Core 3450U,3.8,5,1,36990,57000,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
HP HP Pavilion Ryzen 5 Hexa Core AMD R5,4.4,2490,239,68990,76020,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,4.3,14,2,102096,134990,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,4.3,402,49,56990,76890,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD
ASUS Core i7 10th Gen,4.6,11,0,224990,272990,Intel Core i7 Processor (10th Gen),32 GB DDR4 RAM,1 TB SSD
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 3 Chromebook Celeron Dual Core,3.6,151,22,28490,40490,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 inch) Touchscreen Display
Lenovo Ideapad 330s Core i5 8th Gen,4,21,5,56990,62594,Intel Core i5 Processor (8th Gen),4 GB DDR4 RAM,1 TB HDD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS ROG Flow X13 with RTX 3080 eGPU Ryzen 9 Octa Core AMD R9,5,4,0,239990,350990,AMD Ryzen 9 Octa Core Processor,32 GB LPDDR4X RAM,1 TB SSD
Lenovo IdeaPad Core i3 10th Gen,4.8,5,1,37990,0,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
ASUS Pro P5 Core i5 8th Gen,0,0,0,85990,88990,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Core i7 12th Gen,0,0,0,153890,0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad Slim 5 Core i5 12th Gen,0,0,0,70990,79990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
HP Spectre Intel Core i5 11th Gen,0,0,0,111990,155437,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
DELL Ryzen 3 Quad Core 5425U,4.2,33,1,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
ASUS TUF Gaming F15 Core i9 11th Gen,4.4,8,2,144990,188990,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
DELL XPS 13 Core i7 8th Gen,1.7,3,0,122490,139104,Intel Core i7 Processor (8th Gen),16 GB DDR3 RAM,512 GB SSD
Lenovo Legion 5 Core i7 12th Gen,0,0,0,132990,195890,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
MSI Katana GF66 Core i7 11th Gen,4.4,439,65,94990,117990,Pre-installed Genuine Windows 10 Home OS,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System
DELL Vostro Core i3 11th Gen,0,0,0,43990,59782,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i5 12th Gen,0,0,0,67990,95332,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS Chromebook Flip Touch Celeron Dual Core,4,1653,258,22990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 inch) Touchscreen Display
acer Predator Helios 300 Core i9 11th Gen,5,7,1,139999,169999,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD
DELL Core i5 12th Gen,0,0,0,60190,75649,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,59690,80473,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo IdeaPad 3 Core i3 10th Gen,3.9,2980,347,36890,57290,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD
ASUS VivoBook S14 Core i7 8th Gen,4.4,991,172,67990,98990,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS,0,0,0,167990,201990,AMD Ryzen 7 Octa Core Processor,32 GB LPDDR5 RAM,1 TB SSD
ASUS ROG Flow X13 with RTX 3080 eGPU Ryzen 9 Octa Core 5980HS,0,0,0,234990,350990,AMD Ryzen 9 Octa Core Processor,32 GB LPDDR4X RAM,1 TB SSD
DELL Core i9 12th Gen,0,0,0,151990,197449,Intel Core i9 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,618,71,23990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
Lenovo Yoga 7 Core i7 12th Gen,0,0,0,111200,153890,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD
HP Victus Core i7 12th Gen,0,0,0,90990,101275,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Ryzen 3 Quad Core 5425U,4.4,68,13,35990,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021
DELL Ryzen 3 Quad Core 5425U,4.2,33,1,41490,56834,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 512GB SSD,Software: Win 11 + Office H&S 2021
DELL Vostro Ryzen 5 Hexa Core 5625U,0,0,0,63331,76473,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
ASUS ROG Zephyrus G14 (2022) Ryzen 9 Octa Core 6900HS,0,0,0,193236,246990,AMD Ryzen 9 Octa Core Processor,32 GB DDR5 RAM,1 TB SSD
HP Spectre x360 Core i7 10th Gen,3.3,3,1,163990,192977,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD
HP 15 Core i3 6th Gen,4.1,3102,534,36163,0,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Intel Core i3 Processor (6th Gen),64 bit Windows 10 Operating System
RedmiBook Pro Core i5 11th Gen,4.1,3416,410,44999,59999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 12th Gen,0,0,0,75225,98252,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Yoga Slim 7 Core i5 11th Gen,0,0,0,84990,117490,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Inspiron Core i5 10th Gen,4.3,232,35,67246,68142,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,159,15,34490,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,4231,409,38700,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Chromebook Flip Touch Celeron Dual Core,4,889,126,24990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display
ASUS Ryzen 5 Hexa Core,0,0,0,75100,75500,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS Core i7 12th Gen,0,0,0,143918,170990,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,1 TB SSD
ASUS Vivobook 15 Core i3 11th Gen,4.3,32,1,35990,56990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Core i3 11th Gen,3.8,10,0,37900,61390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i5 11th Gen,0,0,0,57490,80290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i5 11th Gen,0,0,0,72990,93600,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
HP 14s Ryzen 3 Quad Core,4.5,870,178,45500,53900,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 5 Core i5 12th Gen,0,0,0,65300,97890,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,62390,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
DELL Core i5 5th Gen,1.6,23,4,68990,69500,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Intel Core i5 Processor (5th Gen),64 bit Windows 10 Operating System
DELL Core i7 12th Gen,0,0,0,91150,112400,Intel Core i7 Processor (12th Gen),16 GB LPDDR4 RAM,512 GB SSD
DELL Core i5 11th Gen,0,0,0,115790,149645,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD
acer Aspire 5 Ryzen 5 Hexa Core 5500U,4.4,10,3,54999,75800,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Gaming 3 Core i5 12th Gen,0,0,0,78990,111190,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
DELL G15 Core i7 12th Gen,3.9,11,6,125000,168976,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD
DELL G15 Core i5 12th Gen,4.4,8,2,87900,112400,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD
